TOLU4659560,,,20OT,,,MEDUGT114881,DVAN,17:45,MSC,MSC ROSSELLA,HY940A,05/10/2019,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,IDPNJ
MEDU7084916,,,40HC,,,MEDUBK997907,DVAN,17:45,MSC,MSC ROSSELLA,HY940A,05/10/2019,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,IDPNJ
