CARU9787261,,FCLFCL,40HC,,,,DTMI,15:30,MSC,HANSA HOMBURG,117N,29/4/2021,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,SGSIN
TCNU7609566,,FCLFCL,40HC,,,,DTMI,15:30,MSC,HANSA HOMBURG,117N,29/4/2021,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,SGSIN
TCLU5325389,,FCLFCL,40HC,,,,DTMI,15:30,MSC,HANSA HOMBURG,117N,29/4/2021,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,SGSIN
INKU6727848,,FCLFCL,40HC,,,,DTMI,15:30,MSC,HANSA HOMBURG,117N,29/4/2021,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,SGSIN
FCIU8987518,,FCLFCL,40HC,,,,DTMI,15:30,MSC,HANSA HOMBURG,117N,29/4/2021,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,SGSIN
INKU6710911,,FCLFCL,40HC,,,,DTMI,15:30,MSC,HANSA HOMBURG,117N,29/4/2021,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,SGSIN
CAIU8827893,,FCLFCL,40HC,,,,DTMI,15:30,MSC,HANSA HOMBURG,117N,29/4/2021,,IDPNJTJ,IDPNJ,,IDPNJAC,,,,,IDPNJ,SGSIN
