MSCU4394552,40,GP,AVL,Washing Chemical,28860,3640,10/18,,2021-09-23 08:40:12,MERATUS GORONTALO-136S,PT. CJ CHEILJEDANG FEED LAMPUN,B9889BYY,MEDUBA792838.,MSC,A,RECEIVED IN DIRTY CONDITION
MEDU2235481,20,GP,DMG,Washing Chemical,28200,2280,05/07,,2021-09-23 10:15:42,MERATUS GORONTALO-136S,PT. GREAT GIANT PINEAPPLE,BE8153CM,MEDUQ5938640,MSC,C,"RECEIVED IN DIRTY CONDITION
MULTIPLE INTERIOR PANEL CORRODED/RUSTY"
GLDU5400382,20,GP,AVL,Washing Chemical,28250,2230,04/08,,2021-09-23 10:15:59,MERATUS GORONTALO-136S,PT. GREAT GIANT PINEAPPLE,BE9327BS,MEDUQ5938640,MSC,C,RECEIVED IN DIRTY CONDITION
MEDU3514177,20,GP,DMG,Washing Chemical,28200,2280,05/08,,2021-09-23 10:26:07,MERATUS GORONTALO-136S,PT. GREAT GIANT PINEAPPLE,BE9194BQ,MEDUQ5938640,MSC,C,"RECEIVED IN DIRTY CONDITION
SIDE PANEL # 5 CUT"
MEDU2348791,20,GP,DMG,Washing Chemical,28200,2280,09/07,,2021-09-23 10:45:28,MERATUS GORONTALO-136S,PT. GREAT GIANT PINEAPPLE,BE8422AY,MEDUQ5938640,MSC,C,"RECEIVED IN DIRTY CONDITION
DOOR GASKET ALL CUT"
