MEDU6422990,20,GP,DM,28260,2220,04/11,MERATUS GORONTALO-S136,MSC,2021-09-21 09:28:41,MSC,,B,PNJMTY275136
TCKU2332514,20,GP,DM,28300,2180,08/10,MERATUS GORONTALO-S136,MSC,2021-09-21 09:29:02,MSC,,B,PNJMTY275136
MEDU3743018,20,GP,DM,28200,2280,07/08,MERATUS GORONTALO-S136,MSC,2021-09-21 09:29:24,MSC,,C,PNJMTY275136
TCKU2233928,20,GP,DM,28300,2180,11/10,MERATUS GORONTALO-S136,MSC,2021-09-21 09:29:48,MSC,,B,PNJMTY275136
TGHU3961462,20,GP,DM,28380,2100,05/05,MERATUS GORONTALO-S136,MSC,2021-09-21 09:30:15,MSC,,D,PNJMTY275136
FSCU3400268,20,GP,DM,28260,2220,02/04,MERATUS GORONTALO-S136,MSC,2021-09-21 09:30:41,MSC,,C,PNJMTY275136
MEDU6043086,20,GP,DM,28280,2200,12/10,MERATUS GORONTALO-S136,MSC,2021-09-21 09:45:01,MSC,,B,PNJMTY275136
MEDU6315456,20,GP,DM,28200,2280,03/11,MERATUS GORONTALO-S136,MSC,2021-09-21 09:45:23,MSC,,B,PNJMTY275136
FSCU3764260,20,GP,DM,28260,2220,04/03,MERATUS GORONTALO-S136,MSC,2021-09-21 09:45:42,MSC,,D,PNJMTY275136
MEDU2745588,20,GP,DM,28200,2280,01/08,MERATUS GORONTALO-S136,MSC,2021-09-21 09:46:31,MSC,,C,PNJMTY275136
TCKU3805118,20,GP,DM,28300,2180,04/10,MERATUS GORONTALO-S136,MSC,2021-09-21 09:46:56,MSC,,B,PNJMTY275136
TRHU1746668,20,GP,DM,28300,2180,08/12,MERATUS GORONTALO-S136,MSC,2021-09-21 09:47:16,MSC,,B,PNJMTY275136
MSDU1066281,20,GP,AV,28260,2220,04/19,MERATUS GORONTALO-S136,MSC,2021-09-21 09:59:48,MSC,,A,PNJMTY275136
MSDU1878156,20,GP,AV,28260,2220,04/04,MERATUS GORONTALO-S136,MSC,2021-09-21 10:05:07,MSC,,A,PNJMTY275136
MSDU1380097,20,GP,AV,28260,2220,05/19,MERATUS GORONTALO-S136,MSC,2021-09-21 10:05:24,MSC,,A,PNJMTY275136
MEDU3900225,20,GP,AV,28200,2280,07/10,MERATUS GORONTALO-S136,MSC,2021-09-21 10:05:49,MSC,,B,PNJMTY275136
FCIU5875258,20,GP,AV,28300,2180,03/15,MERATUS GORONTALO-S136,MSC,2021-09-21 10:06:19,MSC,,A,PNJMTY275136
MSCU6713237,20,GP,AV,28200,2280,01/08,MERATUS GORONTALO-S136,MSC,2021-09-21 10:06:40,MSC,,C,PNJMTY275136
MEDU2389229,20,GP,AV,28200,2280,09/07,MERATUS GORONTALO-S136,MSC,2021-09-21 10:07:05,MSC,,C,PNJMTY275136
MSDU1181768,20,GP,AV,28260,2220,08/19,MERATUS GORONTALO-S136,MSC,2021-09-21 10:07:24,MSC,,A,PNJMTY275136
MEDU6292010,20,GP,AV,28200,2280,03/11,MERATUS GORONTALO-S136,MSC,2021-09-21 10:07:47,MSC,,B,PNJMTY275136
MEDU3725251,20,GP,AV,28200,2280,06/08,MERATUS GORONTALO-S136,MSC,2021-09-21 10:08:04,MSC,,C,PNJMTY275136
GLDU3931374,20,GP,AV,28250,2230,02/07,MERATUS GORONTALO-S136,MSC,2021-09-21 10:08:49,MSC,,C,PNJMTY275136
FTAU1461687,20,GP,AV,28380,2100,07/19,MERATUS GORONTALO-S136,MSC,2021-09-21 10:09:36,MSC,,A,PNJMTY275136
CAIU6737173,20,GP,AV,28380,2100,08/18,MERATUS GORONTALO-S136,MSC,2021-09-21 10:10:02,MSC,,A,PNJMTY275136
MEDU2081004,20,GP,AV,28200,2280,07/07,MERATUS GORONTALO-S136,MSC,2021-09-21 10:10:20,MSC,,C,PNJMTY275136
MEDU6074908,20,GP,AV,28200,2280,12/10,MERATUS GORONTALO-S136,MSC,2021-09-21 10:10:39,MSC,,B,PNJMTY275136
MEDU5673959,20,GP,AV,28360,2120,03/19,MERATUS GORONTALO-S136,MSC,2021-09-21 10:10:58,MSC,,A,PNJMTY275136
TLLU2127032,20,GP,AV,28380,2100,12/17,MERATUS GORONTALO-S136,MSC,2021-09-21 10:16:36,MSC,,A,PNJMTY275136
